show_id,title,type,content_type_category,primary_genre,genre_count,is_multi_genre,primary_country,country_count,production_region,is_international_production,release_year,release_decade,release_decade_label,release_era,date_added,year_added,month_added,quarter_added,content_age_years,content_age_category,freshness_score,duration,duration_value,duration_type,movie_duration_category,tv_season_category,rating,rating_category,target_audience,genre_saturation_level,genre_opportunity_score,market_classification,competition_index,investment_risk_score,investment_risk_level,performance_indicator,investment_priority_score,investment_recommendation,content_strategy,investment_year,director,has_director,cast,has_cast,description,description_length,title_length,listed_in,country
s4688,Take My Brother Away,TV Show,Series Content,International TV Shows,3,1,China,1,Asia,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-24,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Major Market (100-500),4.5,4.0,Low Risk,70,2.38,Cautious Investment,Maintain Position,Year 3 - Optimize,Han Qing,1,"Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan",1,"Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.",144,20,"International TV Shows, TV Comedies, TV Dramas",China
s4689,The After Party,Movie,Film Content,Comedies,2,1,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-24,2018.0,8.0,3.0,8,Established (5-10 yrs),92,90 min,90.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,67,2.21,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Ian Edelman,1,"Kyle Harvey, Harrison Holzer, Teyana Taylor, Shelley Hennig, Wiz Khalifa, Blair Underwood, Jordan Rock, Amin Joseph, Andy Buckley, Jamie Choi",1,An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.,147,15,"Comedies, Music & Musicals",United States
s4690,The Innocents,TV Show,Series Content,British TV Shows,3,1,United Kingdom,1,Europe,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-24,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-MA,Mature,Adults Only,Moderate (2-5%),3,Dominant Market (500+),4.0,4.5,Very Low Risk,68,3.48,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Sorcha Groundsell, Percelle Ascott, Guy Pearce, Sam Hazeldine, Nadine Marshall, Jóhannes Haukur Jóhannesson, Laura Birn, Ingunn Beate Øyen, Arthur Hughes, Trond Fausa, Lise Risom Olsen, Philip Wright",1,Runaway teen lovers June and Harry find themselves swept up in a dangerous and confusing new world when June begins to display mysterious abilities.,148,13,"British TV Shows, International TV Shows, Romantic TV Shows",United Kingdom
s4691,Bareilly Ki Barfi,Movie,Film Content,Comedies,3,1,India,1,Asia,0,2017,2010,2010s,Peak Streaming (2015-19),2018-08-21,2018.0,8.0,3.0,9,Established (5-10 yrs),91,110 min,110.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,78,2.35,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Ashwiny Iyer Tiwari,1,"Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa, Rohit Chaudhury, Swati Semwal",1,"When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection.",149,17,"Comedies, Dramas, International Movies",India
s4692,Mersal,Movie,Film Content,Action & Adventure,3,1,India,1,Asia,0,2017,2010,2010s,Peak Streaming (2015-19),2018-08-21,2018.0,8.0,3.0,9,Established (5-10 yrs),91,162 min,162.0,min,Epic (150+ min),N/A - Movie,TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,79,3.11,Moderate Investment,Maintain Position,Year 2 - Scale,Atlee Kumar,1,"Joseph Vijay, S.J. Surya, Kajal Aggarwal, Samantha Ruth Prabhu, Nithya Menon, Vadivelu, Sathyaraj",1,"A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.",148,6,"Action & Adventure, Dramas, International Movies",India
s4693,Mom,Movie,Film Content,Dramas,3,1,India,1,Asia,0,2017,2010,2010s,Peak Streaming (2015-19),2018-08-21,2018.0,8.0,3.0,9,Established (5-10 yrs),91,139 min,139.0,min,Long (120-150 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,72,2.27,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Ravi Udyawar,1,"Sridevi, Akshaye Khanna, Sajal Ali, Nawazuddin Siddiqui, Adnan Siddiqui, Pitobash, Abhimanyu Singh, Vikas Verma",1,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.",150,3,"Dramas, International Movies, Thrillers",India
s4694,Pad Man,Movie,Film Content,Dramas,3,1,India,1,Asia,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-21,2018.0,8.0,3.0,8,Established (5-10 yrs),92,130 min,130.0,min,Long (120-150 min),N/A - Movie,PG-13,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,79,2.36,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,R. Balki,1,"Akshay Kumar, Sonam Kapoor, Radhika Apte, Jyoti Subhash, Urmila Mahanta, Suneel Sinha, Sanjay Singh, Rakesh Chaturvedi Om",1,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford.",144,7,"Dramas, International Movies, Romantic Movies",India
s4695,Toilet: Ek Prem Katha,Movie,Film Content,Comedies,3,1,India,1,Asia,0,2017,2010,2010s,Peak Streaming (2015-19),2018-08-21,2018.0,8.0,3.0,9,Established (5-10 yrs),91,145 min,145.0,min,Long (120-150 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,77,2.34,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Shree Narayan Singh,1,"Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Atul Srivastava, Anupam Kher, Ayesha Raza Mishra, Mukesh S Bhatt, Shubha Khote, Sudhir Pandey",1,"On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation.",151,21,"Comedies, Dramas, International Movies",India
s4696,Party Monster: Scratching the Surface,Movie,Film Content,Comedies,1,0,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-17,2018.0,8.0,3.0,8,Established (5-10 yrs),92,33 min,33.0,min,Short (<60 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,81,2.39,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,,0,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Bobby Moynihan, Lauren Adams, Sara Chase, Sol Miranda, Derek Klena, Aidy Bryant",1,"In the probing documentary ""Party Monster,"" DJ Fingablast investigates what became of his childhood hero, DJ Slizzard.",118,37,Comedies,United States
s4697,Stay Here,TV Show,Series Content,Reality TV,1,0,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-17,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-PG,Parental Guidance,Family,Moderate (2-5%),3,Dominant Market (500+),4.0,4.5,Very Low Risk,52,3.27,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Genevieve Gorder, Peter Lorimer",1,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,151,9,Reality TV,United States
s4698,The Motive,Movie,Film Content,Comedies,3,1,Spain,2,Europe,1,2017,2010,2010s,Peak Streaming (2015-19),2018-08-17,2018.0,8.0,3.0,9,Established (5-10 yrs),91,114 min,114.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Major Market (100-500),4.5,4.0,Low Risk,70,2.38,Cautious Investment,Maintain Position,Year 3 - Optimize,Manuel Martín Cuenca,1,"Javier Gutiérrez, María León, Adelfa Calvo, Adriana Paz, Tenoch Huerta, Rafael Téllez, Antonio de la Torre",1,An aspiring writer with no imagination seeks inspiration for his novel by manipulating the lives of his neighbors so that he can write about them.,146,10,"Comedies, Dramas, International Movies","Spain, Mexico"
s4699,To All the Boys I’ve Loved Before,Movie,Film Content,Comedies,3,1,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-17,2018.0,8.0,3.0,8,Established (5-10 yrs),92,100 min,100.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,69,2.24,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Susan Johnson,1,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madaleine Arthur, Israel Broussard, Emilija Baranac, John Corbett",1,"When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down.",144,33,"Comedies, International Movies, Romantic Movies",United States
s4700,Yoo Byung Jae: Discomfort Zone,Movie,Film Content,Stand-Up Comedy,1,0,South Korea,1,Asia,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-17,2018.0,8.0,3.0,8,Established (5-10 yrs),92,54 min,54.0,min,Short (<60 min),N/A - Movie,TV-MA,Mature,Adults Only,Moderate (2-5%),3,Major Market (100-500),3.5,5.0,Very Low Risk,71,3.64,Moderate Investment,Maintain Position,Year 2 - Scale,Y. Joon Chung,1,Yoo Byung Jae,1,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.,147,30,Stand-Up Comedy,South Korea
s4701,Bhavesh Joshi Superhero,Movie,Film Content,Dramas,3,1,India,1,Asia,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-16,2018.0,8.0,3.0,8,Established (5-10 yrs),92,150 min,150.0,min,Epic (150+ min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,66,2.2,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Vikramaditya Motwane,1,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiya Sabharwal, Pratap Phad, Chinmayee Mandlekar, Nishikant Kamat, Hrishikesh Joshi",1,"When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice.",139,23,"Dramas, International Movies, Sci-Fi & Fantasy",India
s4702,For Here or to Go?,Movie,Film Content,Comedies,3,1,United States,2,North America,1,2015,2010,2010s,Peak Streaming (2015-19),2018-08-15,2018.0,8.0,3.0,11,Mature (10-20 yrs),89,105 min,105.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,79,2.24,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Rucha Humnabadkar,1,"Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson",1,A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.,145,18,"Comedies, Dramas, Independent Movies","United States, India"
s4703,72 Dangerous Animals: Asia,TV Show,Series Content,Docuseries,3,1,Australia,1,Oceania,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-10,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-14,Teens,Teens & Adults,Moderate (2-5%),3,Major Market (100-500),3.5,5.0,Very Low Risk,59,3.49,Moderate Investment,Maintain Position,Year 2 - Scale,,0,Bob Brisbane,1,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",126,26,"Docuseries, International TV Shows, Science & Nature TV",Australia
s4704,Afflicted,TV Show,Series Content,Docuseries,3,1,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-10,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-MA,Mature,Adults Only,Moderate (2-5%),3,Dominant Market (500+),4.0,4.5,Very Low Risk,74,3.55,Moderate Investment,Maintain Position,Year 2 - Scale,,0,,0,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers – and relief.,131,9,"Docuseries, Reality TV, Science & Nature TV",United States
s4705,All About the Washingtons,TV Show,Series Content,TV Comedies,1,0,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-10,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-PG,Parental Guidance,Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,65,2.94,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",1,"Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.",124,25,TV Comedies,United States
s4706,The Guernsey Literary and Potato Peel Pie Society,Movie,Film Content,Dramas,2,1,United Kingdom,3,Europe,1,2018,2010,2010s,Peak Streaming (2015-19),2018-08-10,2018.0,8.0,3.0,8,Established (5-10 yrs),92,124 min,124.0,min,Long (120-150 min),N/A - Movie,TV-PG,Parental Guidance,Family,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,65,2.19,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Mike Newell,1,"Lily James, Michiel Huisman, Penelope Wilton, Tom Courtenay, Jessica Brown Findlay, Katherine Parkinson, Matthew Goode",1,A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.,142,49,"Dramas, Romantic Movies","United Kingdom, France, United States"
s4707,The Package,Movie,Film Content,Comedies,1,0,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-10,2018.0,8.0,3.0,8,Established (5-10 yrs),92,95 min,95.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,82,2.4,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Jake Szymanski,1,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",1,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again.",149,11,Comedies,United States
s4708,Zion,Movie,Film Content,Documentaries,2,1,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-10,2018.0,8.0,3.0,8,Established (5-10 yrs),92,12 min,12.0,min,Short (<60 min),N/A - Movie,TV-PG,Parental Guidance,Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,77,3.09,Moderate Investment,Maintain Position,Year 2 - Scale,Floyd Russ,1,Zion Clark,1,"Born without legs and stuck in foster care for years, teen Zion Clark finds his calling when he pursues competitive wrestling. A documentary short.",147,4,"Documentaries, Sports Movies",United States
s4709,Perdida,Movie,Film Content,Dramas,3,1,Argentina,2,Latin America,1,2018,2010,2010s,Peak Streaming (2015-19),2018-08-09,2018.0,8.0,3.0,8,Established (5-10 yrs),92,104 min,104.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Growing Market (50-100),4.0,4.0,Low Risk,58,2.23,Cautious Investment,Maintain Position,Year 3 - Optimize,Alejandro Montiel,1,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo",1,"A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger.",147,7,"Dramas, International Movies, Thrillers","Argentina, Spain"
s4710,The Originals,TV Show,Series Content,TV Dramas,3,1,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-09,2018.0,8.0,3.0,8,Established (5-10 yrs),92,5 Seasons,5.0,Season,N/A - TV Show,Medium Run (4-6 seasons),TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,81,3.14,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Joseph Morgan, Daniel Gillies, Phoebe Tonkin, Charles Michael Davis, Leah Pipes, Danielle Campbell, Claire Holt, Steven Krueger",1,"The Mikaelsons move to New Orleans and form an alliance with local witches in an effort to rule the city once again in this ""Vampire Diaries"" spinoff.",150,13,"TV Dramas, TV Horror, TV Mysteries",United States
s4711,Pretty Man,TV Show,Series Content,International TV Shows,3,1,Unknown,0,Unknown,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-08,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Unknown,4.0,4.0,Low Risk,68,2.35,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"Sierra Li, Dylan Xiong, Yu Yi Jie, Zhao Yao Ke, Tien Hsin",1,"Doomed by misunderstandings, two middle-school classmates miss their shot at love – but a twist of fate brings them together years later.",137,10,"International TV Shows, Romantic TV Shows, TV Dramas",
s4712,On Children,TV Show,Series Content,International TV Shows,3,1,Taiwan,1,Asia,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-05,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Growing Market (50-100),4.0,4.0,Low Risk,68,2.35,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"Chuan-Chen Yeh, Chung Hsin-ling, Frances Wu, Chiung-Hsuan Hsieh, Su-Yun Ko, Ivy Yin, Gingle Wang, Hsiu-Fu Liu, Tzu-Chuan Liu, Yu-Xuan Wang",1,"These uncanny tales reveal a world where individuals face the tragic consequences of social pressure, parental oppression and family dysfunction.",145,11,"International TV Shows, TV Dramas, TV Mysteries",Taiwan
s4713,2 States,Movie,Film Content,Comedies,3,1,India,1,Asia,0,2014,2010,2010s,Early Streaming (2010-14),2018-08-04,2018.0,8.0,3.0,12,Mature (10-20 yrs),88,143 min,143.0,min,Long (120-150 min),N/A - Movie,TV-PG,Parental Guidance,Family,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,72,2.15,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Abhishek Varman,1,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",1,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.",149,8,"Comedies, Dramas, International Movies",India
s4714,Baaghi,Movie,Film Content,Action & Adventure,2,1,India,1,Asia,0,2016,2010,2010s,Peak Streaming (2015-19),2018-08-04,2018.0,8.0,3.0,10,Established (5-10 yrs),90,127 min,127.0,min,Long (120-150 min),N/A - Movie,TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,71,3.01,Moderate Investment,Maintain Position,Year 2 - Scale,Sabir Khan,1,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj",1,A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.,142,6,"Action & Adventure, International Movies",India
s4715,Brij Mohan Amar Rahe,Movie,Film Content,Comedies,3,1,India,1,Asia,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-04,2018.0,8.0,3.0,8,Established (5-10 yrs),92,100 min,100.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,76,2.33,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Nikhil Nagesh Bhat,1,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli",1,Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan – until he was sentenced to death for his own murder.,148,20,"Comedies, Dramas, International Movies",India
s4716,Flavors of Youth: International Version,Movie,Film Content,Anime Features,3,1,China,2,Asia,1,2018,2010,2010s,Peak Streaming (2015-19),2018-08-04,2018.0,8.0,3.0,8,Established (5-10 yrs),92,74 min,74.0,min,Standard (60-90 min),N/A - Movie,TV-PG,Parental Guidance,Family,Niche (<1%),5,Major Market (100-500),2.5,4.5,Very Low Risk,64,4.42,Strong Investment,Maintain Position,Year 1 - Immediate,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li",1,"Taito Ban, Mariya Ise, Minako Kotobuki, Haruka Shiraishi, Hiroki Yasumoto, Takeo Otsuka, Ikumi Hasegawa, Takayuki Nakatsukasa",1,"Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China.",146,39,"Anime Features, International Movies, Romantic Movies","China, Japan"
s4717,Cocaine Coast,TV Show,Series Content,Crime TV Shows,3,1,Spain,1,Europe,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-03,2018.0,8.0,3.0,8,Established (5-10 yrs),92,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-MA,Mature,Adults Only,Saturated (5-10%),2,Major Market (100-500),4.0,5.0,Very Low Risk,83,3.29,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Javier Rey, Tristán Ulloa, Antonio Durán 'Morris', Carlos Blanco, Manuel Lourenzo, Jana Pérez, Xosé Antonio Touriñán, Isabel Naveira, Eva Fernández, Juan Pablo Shuk",1,"In 1980s Galicia, Spain, a young fisherman becomes a prosperous cocaine smuggler by providing Latin American suppliers with a European entry point.",147,13,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Spain
s4718,Dinotrux Supercharged,TV Show,Series Content,Kids' TV,1,0,Unknown,0,Unknown,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-03,2018.0,8.0,3.0,8,Established (5-10 yrs),92,3 Seasons,3.0,Season,N/A - TV Show,Short Run (2-3 seasons),TV-Y7,Kids,Kids & Family,Saturated (5-10%),2,Unknown,3.5,5.0,Very Low Risk,60,3.0,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Andrew Francis, Richard Ian Cox, Brian Drummond, Matt Hill, Ashleigh Ball, Paul Dobson",1,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",145,21,Kids' TV,
s4719,Like Father,Movie,Film Content,Comedies,2,1,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-08-03,2018.0,8.0,3.0,8,Established (5-10 yrs),92,104 min,104.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,79,2.36,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Lauren Miller Rogen,1,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",1,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.",134,11,"Comedies, Dramas",United States
s4720,7 Khoon Maaf,Movie,Film Content,Dramas,3,1,India,1,Asia,0,2011,2010,2010s,Early Streaming (2010-14),2018-08-02,2018.0,8.0,3.0,15,Mature (10-20 yrs),85,148 min,148.0,min,Long (120-150 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,76,2.2,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Vishal Bhardwaj,1,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",1,"Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.",149,12,"Dramas, International Movies, Thrillers",India
s4721,Chillar Party,Movie,Film Content,Children & Family Movies,3,1,India,1,Asia,0,2011,2010,2010s,Early Streaming (2010-14),2018-08-02,2018.0,8.0,3.0,15,Mature (10-20 yrs),85,127 min,127.0,min,Long (120-150 min),N/A - Movie,TV-PG,Parental Guidance,Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,62,2.77,Cautious Investment,Maintain Position,Year 3 - Optimize,"Vikas Bahl, Nitesh Tiwari",1,"Irfan Khan, Raju, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Chinmai Chandranshuh, Vedant Desai, Shriya Sharma, Divji Handa",1,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal.",147,13,"Children & Family Movies, Comedies, Dramas",India
s4722,Fashion,Movie,Film Content,Dramas,2,1,India,1,Asia,0,2008,2000,2000s,2000s Digital Transition,2018-08-02,2018.0,8.0,3.0,18,Mature (10-20 yrs),82,158 min,158.0,min,Epic (150+ min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,81,2.26,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Madhur Bhandarkar,1,"Priyanka Chopra, Kangana Ranaut, Mugdha Godse, Arbaaz Khan, Arjan Bajwa, Raj Babbar, Kiran Juneja, Samir Soni",1,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.,135,7,"Dramas, International Movies",India
s4723,Fitoor,Movie,Film Content,Dramas,3,1,India,1,Asia,0,2016,2010,2010s,Peak Streaming (2015-19),2018-08-02,2018.0,8.0,3.0,10,Established (5-10 yrs),90,124 min,124.0,min,Long (120-150 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,67,2.21,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Abhishek Kapoor,1,"Aditya Roy Kapoor, Katrina Kaif, Tabu, Rahul Bhatt, Lara Dutta, Akshay Oberoi, Aditi Rao Hydari, Ajay Devgn",1,A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.,119,6,"Dramas, International Movies, Romantic Movies",India
